"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Lebanon","LBN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1310","1700","1920","2220","2610","3160","3720","4000","4250","4490","4600","4460","4200","3790","4730","4890","4860","5410","6060","6870","7470","7560","7560","7640","7550","7280","7230","7470","7720","7380",
"Liberia","LBR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"250","180","210","250","290","330","390","430","460","520","560","630","630","630","620","620","610","580",
"Libya","LBY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5170","5160","5140","6860","8600","10400","12200","12090","12380","4690","11550","10750","7610","5690","4550","5410","6800","7640",
"St. Lucia","LCA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,"1530","1510","1660","1940","2500","2830","3330","3570","3730","3850","4400","4410","4510","4660","4850","4760","4930","5150","5250","4990","5010","5370","6000","6230","7260","7500","8090","8020","8170","8820","8860","8790","8840","8730","9440","10070","10640","11020",
"Latin America & Caribbean","LCN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,"489.83277379127","501.431190851773","537.589351148301","572.718354155278","609.074336282983","667.722729478975","735.492701015646","899.160084160056","1135.91965283227","1309.05511703437","1374.91961950137","1417.31521470892","1547.51017226218","1820.28004558749","2140.29779674565","2307.93247596827","2186.21632504809","1924.16695409877","1834.17171434697","1803.50989737096","1876.14870841381","2011.1696863075","2135.36730335935","2241.52688963769","2342.48306249761","2698.91850691734","2988.88696690535","3217.73941922243","3450.80467513355","3681.85250465331","3987.15303945823","4273.00873072729","4253.72097973138","4056.75239033299","4152.76848924731","4036.58209274389","3784.54940108801","3774.15633299191","4093.77722333292","4584.4076874452","5278.5697963862","6158.718018779","7100.01938600404","7269.07784390461","8053.15366373002","8881.6023838597","9795.47169473012","10201.6958372093","10093.7606231084","9281.50460504553","8552.55536072031","8426.15129117198","8720.45931435606","8794.06168999584",
"Least developed countries: UN classification","LDC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,"237.68490541076","267.692463639466","310.791828389385","328.812953520905","331.599214218174","319.472724726728","315.695326295467","289.698100039417","276.38334796637","252.070565587526","263.959577730384","275.367791512484","289.010784526897","288.562768254831","290.660274800834","301.126572562092","306.559770965834","317.757995983566","339.5361854375","389.574752250868","442.698011806714","489.683806218119","560.884368942158","653.013498004701","720.52264685518","784.844741216042","828.508564220994","906.775034521655","975.110424475105","1019.52214496112","1015.70770115817","1003.70005721224","1009.24888720082","1056.54390064868","1100.29717745842",
"Low income","LIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,"314.989209378146","321.487802229983","347.115767849859","392.821568097298","405.509212383871","374.686911323979","349.106858194383","338.401607743742","322.884774928601","300.158936539709","262.607941087576","262.492274525288","263.712153416243","269.82323432732","267.679225507268","264.530490202547","272.973394606905","284.378340330658","298.873439536916","312.317032246961","354.77669480887","399.919337126977","442.765125759274","510.464864986567","593.768495489347","659.059524398928","716.230242478622","724.1971788927","768.416805380519","818.365164921523","856.296915407171","846.370559124678","826.752348538881","801.726075212374","800.011115088268","819.721478487753",
"Liechtenstein","LIE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,"5120","6500","8210","10150","11190","12370","14760","18510","22610","22610","20320","18770","19010","19730","22860","31170","41500","43620","45480","47580","54350","56710","61990","70060","78590","80150","77640","78650","78870","68240","65060","68450","78680","92730","104070","112190","121890","116430",,,,,,,,,,,
"Sri Lanka","LKA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,"130","130","130","150","170","160","170","170","170","180","210","250","270","260","260","240","260","280","300","310","310","330","370","410","430","460","440","460","490","550","600","640","690","740","800","820","840","870","830","840","940","1060","1210","1360","1550","1790","2010","2410","2850","3360","3490","3640","3760","3810","3870","4040","4020",
"Lower middle income","LMC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,"112.420192352175","121.898557742909","127.842285260259","125.494172985642","127.267484475906","127.377237486504","137.435459570261","147.984235534725","153.712274850119","163.200577374504","185.694502734123","223.953445327859","258.875788795839","268.025035978898","278.735935030474","306.119613541166","346.619188741335","412.235178004596","457.609479818349","468.988042420659","464.146379665995","439.305539564291","437.155125354843","452.340774857382","491.746961010282","526.737090726982","513.224240347342","501.873476245009","472.58344899962","469.071698350591","443.852043776245","447.963825773668","472.20794838877","511.197929468324","529.701925499099","531.574676713997","546.086402866702","555.136812985529","566.593504051388","574.393274477458","628.53784898684","727.881583948863","830.306870315732","936.622663204212","1082.36785086821","1232.64815918956","1332.08156312032","1444.1464488","1568.06767591543","1728.57438485003","1835.4302205174","1906.24902466856","1910.67176045783","1922.6910925747","1965.65953903826","2091.59725614776","2176.19533410358",
"Low & middle income","LMY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,"177.679778031006","177.541803901179","182.108947913035","197.809211883445","214.146489061076","225.826774170289","243.187054317175","290.281453288751","357.372071899005","420.51977261895","435.460148188757","453.428159366409","490.412625611811","563.885460465058","646.156646107625","697.564750931579","693.902050181879","654.802097992044","640.88948756597","651.802674749884","683.334005509032","732.65844837849","770.635200756561","771.308208622099","804.08133615443","852.369709632979","889.901527951568","911.315821155758","940.625074954092","1007.32516116244","1095.81947580647","1160.98990306175","1122.32573849349","1102.30660973458","1141.77606916678","1151.37670891527","1168.13562217582","1267.99208795434","1471.25035089267","1710.05029056928","1981.51182884257","2342.15671767653","2756.0027084866","2966.5109481956","3314.41424220924","3682.40345338462","4170.11675655093","4509.37940540734","4661.61173915359","4544.11350475787","4453.37547502059","4530.3917665586","4838.90164464503","5087.61375506363",
"Lesotho","LSO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,"80","80","80","80","90","90","100","150","220","230","280","310","340","400","440","510","610","540","490","410","390","420","500","520","550","580","650","660","680","690","700","690","620","610","580","640","590","670","810","1020","1130","1300","1310","1230","1300","1440","1610","1560","1450","1340","1300","1240","1280","1380",
"Late-demographic dividend","LTE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,"193.375855181274","189.633363183287","194.364253396187","215.753051659574","239.986932096313","255.936045727704","280.696196291881","342.254732772508","410.174968020749","468.065317405395","476.551204361769","510.401529440427","557.324977350551","642.209640643811","723.116159216988","738.048831352473","716.429458671186","666.578137438642","681.858239308369","710.590340065067","774.734010163119","846.508489873411","922.295284304798","994.471679785782","1018.96929137772","1139.00246043721","1156.87899880504","1179.88692710709","1218.30944958786","1380.27516685492","1566.91441150816","1704.32631391038","1652.07320153649","1588.87685867925","1634.37091617961","1645.34408612184","1722.32864618866","1917.8423860478","2276.74682132476","2690.50288790206","3190.84634180772","3877.23743047982","4701.81739138524","5132.1395174957","5771.73176187318","6501.02629439896","7470.62090570414","8273.25757739797","8682.52784111963","8514.09594643075","8358.8197581295","8561.46660109809","9341.12402190952","10010.8674242685",
"Lithuania","LTU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2600","2860","2980","3210","3450","3820","4700","6020","7580","8820","10610","12680","12460","12570","13320","14110","15340","16070","15190","14890","15280","17460","19080",
"Luxembourg","LUX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"1630","1680","1870","1920","2020","2070","2240","2560","3030","3350","4070","5230","6890","7930","8510","9080","10650","12940","15480","15490","14930","13490","13060","13130","15610","20090","26020","28700","31500","35370","39210","40270","41570","46020","48610","50650","47100","46470","46460","45630","42630","46000","62800","73810","71580","86210","88000","71220","78220","76260","75450","75500","76470","72470","68670","66430","70910","73910",
"Latvia","LVA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2720","2860","2980","3320","3600","3930","4670","5830","7380","8910","11210","13490","14080","12620","13210","13930","15010","15330","15100","14780","14850","16540","17740",
"Macao SAR, China","MAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,"4770","4600","5220","6510","7490","8080","8970","9990","12570","14300","16030","17430","17500","17330","15700","14650","14710","15750","16330","17870","22250","24020","26320","34580","34360","36530","45580","54870","61240","70560","74210","64350","65980","72310","78640",,
"St. Martin (French part)","MAF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morocco","MAR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,"220","240","250","270","290","350","440","540","580","600","650","780","980","960","940","790","730","680","770","860","1080","1110","1160","1240","1270","1230","1350","1300","1510","1460","1460","1410","1390","1400","1370","1540","1830","2070","2240","2380","2700","2880","2930","3000","2980","3090","3060","3020","2880","2880","3090","3190",
"Monaco","MCO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moldova","MDA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"630","580","510","490","500","590","710","910","1120","1280","1440","1870","1950","2380","2730","3140","3620","3740","3300","3180","3330","3930","4590",
"Madagascar","MDG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"130","130","140","140","150","160","170","170","180","180","190","210","260","310","300","310","310","390","500","510","520","480","430","400","400","370","340","300","310","280","290","290","290","280","300","300","300","280","290","300","280","340","340","340","330","380","450","470","470","480","500","520","520","490","470","470","500","520",
"Maldives","MDV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1760","1860","1980","2070","2240","2620","3400","3770","3460","4540","4480","5410","5460","5960","6600","6630","6800","7320","7650","8070","8600","9210","9680",
"Middle East & North Africa","MEA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2474.05615407833","2654.08814978558","2773.56261818801","2784.08327570414","2737.13474103512","2872.43820455274","2961.67251203341","2944.78136724702","3197.46167985157","3638.41042584368","4151.0526947216","4736.02148844776","5444.33973480499","6341.22365568305","6539.04384132677","6965.30111484507","7361.78755916807","8282.79269891241","8773.05261823488","8758.8625125135","8089.56535102457","7710.76298203214","7292.06135046543","7564.57314750881","7880.04463308816",
"Mexico","MEX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"360","390","440","480","510","560","610","640","680","730","820","990","1210","1460","1540","1480","1590","1890","2560","3270","3000","2400","2200","2270","2080","2040","2090","2370","2790","3250","3770","4490","5310","4790","4620","4660","5000","5510","6210","6740","7100","7360","7820","8050","8690","9250","9780","8820","9040","9310","10050","10270","10500","10160","9390","8920","9180","9480",
"Marshall Islands","MHL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3070","2690","2590","2690","2830","2960","3110","3100","3130","3300","3460","3380","3510","3390","3480","3600","3600","3510","3900","4070","4310","4280","4460","4860",,
"Middle income","MIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,"184.336629774878","184.018167548723","188.726625888189","205.065267285077","222.261903199889","234.341958390459","252.262364869679","301.6733913441","371.092775901473","436.005217024495","451.002534216977","469.719621154988","508.310121580543","584.899876145884","670.383998806577","724.178295096786","720.924909707196","680.610063029807","666.9707693617","678.417387806457","710.824065676119","761.121239417268","801.256063823909","804.140059663981","841.128154252236","894.162784621789","935.850272165171","960.961935676468","995.699610681642","1068.47169795572","1164.78802869117","1235.67975855379","1194.93515129164","1174.45676036276","1217.66115551817","1228.36392465868","1246.67735944726","1355.61909397719","1575.23962480887","1833.96782793647","2129.25015759656","2520.83201565867","2970.36674075522","3199.64854758809","3580.60376436851","3988.28435856668","4525.81806286193","4900.52201134143","5070.83527741102","4947.79628048639","4855.11246599371","4948.70668638646","5297.75869317788","5579.88653600944",
"North Macedonia","MKD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1750","1460","1400","1790","2190","2210","2010","1910","1910","1820","1820","2090","2560","2990","3310","3580","4330","4610","4700","4810","4740","5000","5200","5110","4980","4920","5480","5840",
"Mali","MLI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,"60","60","70","80","90","100","120","140","160","170","220","250","240","200","170","160","180","200","240","290","290","290","320","330","320","280","270","270","280","280","290","280","300","290","350","400","460","500","530","610","660","690","730","730","780","810","800","780","770","830","870",
"Malta","MLT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,"1090","1260","1560","1990","2120","2320","2660","3300","4280","4670","4550","3940","3830","3690","4000","4930","6260","6910","7600","7940","8720","8570","8600","9250","10010","10530","10260","10710","10600","10570","10710","12170","14100","15660","16350","17580","20410","20310","21370","22120","22160","23370","24560","25230","23510","24010","26900","28030",
"Myanmar","MMR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"170","180","220","270","290","350","470","640","850","1010","1130","1220","1230","1260","1280","1290","1370","1390",
"Middle East & North Africa (excluding high income)","MNA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1241.48963933255","1377.80848068621","1466.51259954755","1509.8292596559","1514.76347173656","1568.06906306014","1598.31856886803","1596.52825032138","1707.50248196921","1894.26240128636","2152.50122530166","2428.95704577868","2842.3008874688","3358.74666292285","3678.52518955028","3996.28426099143","4095.65835085877","4581.08692005392","4744.64641451968","4622.13520061114","4176.04633223679","4113.92561105655","3876.65807617503","3859.90873554638",,
"Montenegro","MNE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1970","2440","3100","3660","4320","5120","6470","6740","6920","7260","7000","7330","7320","7250","7090","7400","8430","9060",
"Mongolia","MNG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,"1440","1320","1230","1350","1520","1690","1590","1430","1200","810","510","430","460","550","580","520","480","470","480","530","610","760","900","1120","1410","1800","1790","2000","2590","3650","4330","4210","3820","3500","3230","3630","3790",
"Northern Mariana Islands","MNP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mozambique","MOZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"210","190","180","210","250","290","330","320","320","290","320","360","400","420","460","500","540","520","540","600","670","690","640","530","470","460","490",
"Mauritania","MRT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,"180","230","260","260","270","290","280","290","280","290","340","480","510","540","550","570","640","710","720","670","640","610","580","610","670","740","760","730","810","920","970","870","900","970","870","830","820","730","650","650","710","800","940","1150","1230","1380","1440","1500","1600","1760","1850","1750","1640","1510","1500","1580","1660",
"Mauritius","MUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,"1010","1220","1240","1280","1190","1070","1030","1060","1250","1620","2060","2220","2430","2620","2990","3120","3230","3470","3780","3900","3780","3660","3900","3970","3960","4410","5170","5600","5930","6490","7400","7800","8080","8400","9550","10520","10820","10700","10640","10980","12270","12900",
"Malawi","MWI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"50","50","50","50","60","60","60","60","60","70","80","90","110","130","130","130","150","170","190","190","180","170","170","160","150","150","160","160","180","210","200","220","160","160","170","200","200","180","160","140","170","220","300","300","310","330","370","410","450","490","460","410","370","350","340","340","350","380",
"Malaysia","MYS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"240","250","270","300","320","330","340","350","370","390","440","570","750","860","920","970","1130","1450","1790","1930","1860","1810","1950","1920","1860","1960","2140","2260","2400","2560","2880","3230","3600","4050","4500","4620","3640","3380","3460","3550","3790","4160","4740","5270","5840","6630","7510","7600","8260","9050","10180","10840","11140","10680","10150","9950","10650","11230",
"North America","NAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"3235.86244503117","3365.74323751655","3554.47903010617","3817.45343000721","4126.08355861834","4297.07113394148","4661.93088550782","4983.09747948147","5138.11926990292","5513.7030090863","6156.72798322739","7170.76973723336","7908.2392074672","8461.52360630148","8944.97846883779","9548.72093917744","10665.5761642622","12046.2275959862","13213.2833067107","14171.221622748","13992.9565708053","14336.7251161824","15909.0909753048","17120.1957064485","18664.8550101466","20898.6717938953","23016.588587429","23382.9289719714","23723.7069647847","23949.4003166822","25259.0875087869","25883.190641534","26988.3546538853","28231.071814046","29338.7219297149","30184.6795854531","30870.9095863578","32450.6601543847","34662.2071531187","35377.6409875293","35975.5292990041","38406.4521242772","42181.5643059303","45083.3674339909","46964.7202884633","47971.9034847251","48662.7444044349","47300.6021521739","48555.2688197585","50247.3387870695","52601.2678913999","53843.7408113716","55503.0251049637","55841.8518699397","55879.663078939","57464.7614986914","61329.2679660457","63859.9873654915",
"Namibia","NAM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,"1980","1840","1670","1320","1340","1600","1690","1850","1990","2150","2300","2210","2270","2460","2510","2510","2370","2240","2260","2100","2010","2290","2890","3530","4030","4210","4310","4250","4500","5140","5680","5910","5760","5290","4700","4610","4900","5060",
"New Caledonia","NCL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,"1830","2160","2520","3220","3420","3780","3990","5270","6400","6440","6580","6980","6900","7980","7940","7160","5920","5480","5510","6170","8070","13270","14530","14760","15200","16070","16340","16780","18220","18240","17810","15730","14810","14020",,,,,,,,,,,,,,,,,,,,
"Niger","NER","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"150","160","160","170","170","170","160","150","150","160","150","160","210","230","220","230","280","350","410","390","360","290","210","220","250","270","330","320","340","360","420","340","270","240","240","240","250","240","220","220","220","250","280","330","360","380","440","480","520","520","550","570","590","560","530","520","570","600",
"Nigeria","NGA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"100","110","110","110","110","100","100","120","170","180","200","220","340","400","510","560","560","640","760","970","1260","1450","1130","970","790","710","680","550","560","510","510","360","310","310","390","440","440","460","470","530","630","710","870","1030","1350","1610","1960","2040","2140","2180","2440","2690","2940","2820","2430","2090","1960","2030",
"Nicaragua","NIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"140","150","160","200","230","290","290","310","310","320","330","380","510","570","600","680","650","500","600","660","680","680","700","690","750","860","680","360","310","220","240","290","450","610","880","880","880","930","960","970","960","1000","1080","1160","1200","1290","1390","1380","1460","1570","1670","1740","1830","1890","1960","2030","1970","1890",
"Netherlands","NLD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"1220","1310","1460","1700","1840","2000","2230","2550","2890","3290","3850","5070","6370","7630","8350","9100","10460","12760","14830","14000","12350","11070","10730","10330","11690","14720","18570","19540","20320","21280","23520","24040","25370","27690","29750","29800","28260","28670","28810","27390","27020","30950","37280","42050","45910","49110","52670","53670","53900","54480","52930","52950","51980","49810","46900","47140","51300","53100",
"Norway","NOR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"1610","1710","1860","2050","2240","2470","2630","2850","3120","3570","4230","5320","6750","8380","9150","9960","11110","13110","15650","16420","15750","14940","15150","15710","17550","20830","23970","25080","26510","27830","30790","30220","30860","32700","35800","37920","36110","35550","36570","38250","39880","44750","54110","63790","69990","78500","87520","87910","88560","90420","99220","104330","104560","93110","81810","76210","80640","82500",
"Nepal","NPL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"50","50","50","50","70","80","70","70","70","70","80","80","100","110","120","120","120","130","140","160","150","140","160","160","170","180","200","210","210","210","200","190","200","200","210","220","210","220","230","240","240","260","280","310","340","370","430","480","540","610","700","750","770","780","770","860","970","1090",
"Nauru","NRU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8750","12260","12950","11390","10220","10160","12040","14230",
"New Zealand","NZL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,"3030","3990","4930","4970","4650","4530","5220","6530","7670","8240","7860","7370","7010","6950","7860","10010","12550","13570","13640","12160","12050","12360","13400","15280","16730","17160","15790","15040","14080","13810","14170","16960","21500","25440","26400","28170","28680","29710","29700","32280","36740","39930","41650","40640","39460","38740","42110","42760",
"OECD members","OED","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"1459.89026117495","1546.28333176106","1661.9939072758","1798.95116999555","1957.30503795833","2078.07490355058","2275.47618920877","2468.53401747944","2609.21131774228","2840.59341464189","3247.72601961646","3966.38658880508","4632.25889575763","5171.70329212056","5460.29633564068","5833.4189413407","6640.31850293069","7934.64662495354","9146.20450195296","9515.63623549786","9034.68511273423","8646.3489411758","8949.56926096868","9364.24903890957","10497.7514873481","12562.2439098959","15248.89260843","16055.4443038319","16800.6643103491","17449.2855365659","18912.316830851","19369.7088268016","20331.1961204489","21600.0757419537","22576.035718687","22637.6223824967","21857.8951661739","22162.2976778322","23122.9371653961","23094.3294014493","22959.1810980988","24691.3798556307","28136.4315872309","30984.2060044233","32511.8286906847","33770.4210287671","35157.2440850459","34511.1660388517","35433.0078639361","36583.7581307944","37731.6839086001","38371.4680423281","38491.0940165113","37377.1476214704","36466.8422380554","36580.7294436884","38945.4306964656","40173.4717051555",
"Oman","OMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,"160","230","280","320","330","360","310","700","1510","2770","2720","2650","3070","3960","5480","6210","6160","6320","6560","5930","5390","5210","5660","5710","6040","6510","6280","6160","6270","6470","6810","6530","6370","7070","7830","8000","8290","9410","10690","12660","14560","17430","17740","18100","17020","19360","20310","19010","17450","15750","13970","14190","14110",
"Other small states","OSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4212.841091066","4713.28293553933","5713.56139350604","6867.18241372536","8309.47560834624","9774.27565527906","11187.7471910135","11033.2724033238","11524.5184595213","12479.01986405","13803.8390396687","14883.0027273412","15104.2608986836","14103.1508553118","12962.659244701","12254.9901608837","13007.9944287188","13592.0881505417",
"Pakistan","PAK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"90","100","100","110","120","130","150","160","170","180","170","150","150","160","180","200","240","270","320","350","360","350","350","340","360","370","400","400","400","400","430","440","440","470","480","470","450","440","480","510","530","570","660","740","800","860","920","950","970","1030","1120","1210","1230","1260","1310","1400","1480","1410",
"Panama","PAN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"490","530","550","590","630","670","710","770","810","890","960","1090","1220","1370","1350","1360","1570","1760","2200","2410","2590","2530","2530","2820","2860","3280","2740","2570","2660","2730","3020","3260","3440","3470","3560","3600","3690","3760","3910","3840","3970","4110","4510","4790","5100","5770","6540","6900","7260","8550","9540","10630","11190","12200","12780","13750","14420","14950",
"Peru","PER","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"290","300","340","380","450","490","470","480","500","560","630","740","930","1080","1070","1020","870","910","1020","1170","1130","920","890","840","840","950","790","790","840","1220","1420","1550","1760","1950","2150","2280","2150","2030","1970","1900","1960","2080","2280","2540","2810","3210","3790","3970","4410","4970","5790","6420","6530","6340","6110","6060","6470","6740",
"Philippines","PHL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"220","190","170","180","200","210","220","240","220","220","220","260","320","380","420","450","500","590","700","750","740","680","570","520","540","600","660","700","720","730","770","820","920","1020","1160","1230","1200","1180","1150","1160","1130","1170","1290","1380","1490","1720","2000","2170","2370","2520","2860","3160","3330","3380","3450","3530","3710","3850",
"Palau","PLW","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9200","8810","9410","10350","10830","11780","11800","11090","11400","12270","12760","12870","14150","15860","16670","16650","17810","16490",
"Papua New Guinea","PNG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"110","120","120","140","150","160","180","200","220","240","270","350","440","490","470","470","570","640","710","720","650","610","600","610","640","690","790","800","740","790","840","980","1030","950","930","850","720","630","570","510","480","470","540","650","790","1070","1400","1510","1740","1820","2270","2500","2990","2860","2710","2590","2600","2750",
"Poland","POL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2080","2480","2760","3240","3830","4230","4350","4430","4670","4710","4900","5500","6250","7340","8460","9940","11980","12500","12740","12890","13160","13390","13560","13310","12720","12730","14150","15350",
"Pre-demographic dividend","PRE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,"402.18397555441","432.519784077674","459.281089220245","450.718585422939","390.677641367407","371.045823994822","366.435075153366","391.127772239602","404.473279141429","383.159337698484","465.818828514798","444.539901069863","413.602084975712","353.862125856453","317.839011879681","327.77303674153","353.079707916642","379.142528208372","378.117184194919","380.958812835489","383.935509344184","398.813906497616","436.163346556411","480.112381941665","575.854857577545","673.378986021063","807.371490404592","958.163310748766","1167.36710525241","1251.28938836649","1322.60866133863","1362.52131242","1538.17136934518","1673.4555874626","1753.17717826534","1663.97126091824","1515.92330573197","1381.11159437001","1373.62226238839","1427.32923583375",
"Puerto Rico","PRI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"820","900","960","1060","1160","1240","1370","1560","1750","1910","2100","2380","2590","2660","2650","2740","2980","3390","3720","3890","3770","3670","3970","4280","4750","5350","5860","6050","5950","6300","6760","7100","7370","7820","8130","8510","8690","9590","10550","10950","11250","12170","14260","14750","15030","15860","16360","16580","16920","17670","18680","19170","19280","19420","19710","20000","21030","21970",
"Korea, Dem. People’s Rep.","PRK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
